opportunity_id,partner_id,criterion,weight,score_0to5_or_Unknown,rationale
OPP-13,P-AE,mutual_benefit,15,3,"3/5 x w15 = 9.0 - two-way value plausible; declared interest general - no UAE statement on Australia cooperation (EV-UAE-05, EV-UAE-01)"
OPP-13,P-AE,value_proposition,15,3,"3/5 x w15 = 9.0 - credible contribution: Artemis co-founder standing and standards expertise (EV-UAE-12, EV-UAE-23)"
OPP-13,P-AE,instrument_forum,10,2,"2/5 x w10 = 4.0 - distant parent instrument only: 2019 civil MoU, non-binding, with a Joint Steering Committee (EV-UAE-01, EV-UAE-02)"
OPP-13,P-AE,security_releasability,5,2,"2/5 x w5 = 2.0 - limited low-side exchange only; no AU-UAE security arrangements - A:5 eases the US-content layer, not the bilateral one (EV-UAE-14, EV-UAE-21)"
OPP-13,P-AE,technical_interop,5,Unknown,"Unknown x w5 = excluded - Unknown - no technical interface evidence; excluded, weights renormalised over 95/100"
OPP-13,P-AE,policy_compatibility,5,3,"3/5 x w5 = 3.0 - broadly consistent: shared Artemis and US-perimeter alignment (EV-UAE-12, EV-UAE-22)"
OPP-13,P-AE,time_resources,5,3,3/5 x w5 = 3.0 - supportable at trivial cost via standards participation (EV-UAE-23)
OPP-13,P-AE,sovereignty,5,3,3/5 x w5 = 3.0 - manageable; standards engagement creates no dependency (EV-UAE-23)
OPP-14,P-US,priority_alignment,20,5,"5/5 x w20 = 20.0 - directly addresses the highest-urgency post-JP9102 gap with a live procurement (EV-MILSATCO-05, EV-MILSATCO-07)"
OPP-14,P-US,capability_maturity,15,5,"5/5 x w15 = 15.0 - UHF GEO is a mature allied capability class: MUOS reciprocity heritage and the IS-22 hosted payload operating for the ADF and coalition partners (EV-MILSATCO-13, EV-MILSATCO-17)"
OPP-14,P-US,mutual_benefit,15,3,"3/5 x w15 = 9.0 - credible two-way value (coalition UHF capacity is scarce in the Indo-Pacific per SES) but the acquisition is sovereign, making the US role supporting rather than reciprocal (EV-MILSATCO-14)"
OPP-14,P-US,value_proposition,15,4,"4/5 x w15 = 12.0 - evidenced distinctive contribution: Australian orbital slot, ground segment (new UHF antenna facility from 2026) and coalition access in a capacity-scarce band (EV-MILSATCO-14, EV-MILSATCO-22)"
OPP-14,P-US,instrument_forum,10,4,4/5 x w10 = 8.0 - WGS MoU and Enhanced Space Cooperation provide the interoperability instruments with minor conditions (EV-MILSATCO-17)
OPP-14,P-US,security_releasability,5,4,4/5 x w5 = 4.0 - UHF interoperability exchange proven under existing arrangements (EV-MILSATCO-13)
OPP-14,P-US,technical_interop,5,5,5/5 x w5 = 5.0 - demonstrated in operations: ADF UHF services already delivered to coalition users via IS-22 (EV-MILSATCO-13)
OPP-14,P-US,policy_compatibility,5,5,5/5 x w5 = 5.0 - actively reinforces the NDS multi-orbit direction (EV-MILSATCO-11)
OPP-14,P-US,time_resources,5,5,"5/5 x w5 = 5.0 - resourced, scheduled and timely for a live window: RFT announced 10 July 2026 with ~3-month response (EV-MILSATCO-07, FACT/High); close date 19 August 2026 TO_VERIFY (EV-MILSATCO-09); note the IIP SATCOM envelope is planned, not tranche-approved - ASPI reads only ~$590m of the $9-12bn approved through 2034 (EV-AUINPUTS-09, TO_VERIFY; AUS-IN-13)"
OPP-14,P-US,sovereignty,5,4,"4/5 x w5 = 4.0 - acceptable: sovereign bird with defined fallback (IS-22 to at least 2033, options to 2041) (EV-MILSATCO-13, EV-MILSATCO-14)"
OPP-15,P-US,priority_alignment,20,5,5/5 x w20 = 20.0 - directly addresses the high-urgency assured-PNT operational need under demonstrated GNSS-denial threat (EV-RESILIEN-06)
OPP-15,P-US,capability_maturity,15,5,"5/5 x w15 = 15.0 - operational, mature, improving: GPS III constellation complete 21 April 2026, all ten vehicles broadcasting M-code; 100,000+ MGUE receivers delivered (EV-RESILIEN-10, EV-RESILIEN-11)"
OPP-15,P-US,mutual_benefit,15,3,3/5 x w15 = 9.0 - declared interest in the general area only: Australia expressed intent to join the MGUE Project Arrangement in 2021 with no later confirmation (EV-RESILIEN-09)
OPP-15,P-US,value_proposition,15,3,"3/5 x w15 = 9.0 - credible contribution: southern-hemisphere test ranges (Tindal/Delamere GPS-denial venues) and quantum-clock R&D (EV-RESILIEN-07, EV-RESILIEN-12)"
OPP-15,P-US,instrument_forum,10,3,3/5 x w10 = 6.0 - parent Project Arrangement exists but Australian accession status is unconfirmed (EV-RESILIEN-09)
OPP-15,P-US,security_releasability,5,Unknown,"Unknown x w5 = excluded - M-code releasability/fielding status for Australia unevidenced in open sources; excluded, weights renormalised over 95/100 (EV-RESILIEN-09)"
OPP-15,P-US,technical_interop,5,4,4/5 x w5 = 4.0 - compatible standards: allied receiver base at scale (EV-RESILIEN-11)
OPP-15,P-US,policy_compatibility,5,5,5/5 x w5 = 5.0 - reinforces alliance settings and the multi-layered ADF PNT approach (EV-RESILIEN-06)
OPP-15,P-US,time_resources,5,3,3/5 x w5 = 3.0 - supportable with re-prioritisation: JP9380 Phase 1 still establishing the Navigation Warfare Centre (EV-RESILIEN-08)
OPP-15,P-US,sovereignty,5,2,"2/5 x w5 = 2.0 - deepens dependency on a US-owned system; fallback layers not yet fielded (EV-RESILIEN-05, EV-RESILIEN-23)"
OPP-15,P-AUKUS,priority_alignment,20,4,4/5 x w20 = 16.0 - directly addresses the assured-PNT need through the sovereign timing layer (EV-RESILIEN-12)
OPP-15,P-AUKUS,capability_maturity,15,3,3/5 x w15 = 9.0 - demonstrated but partial: TEMPO.Space optical frequency comb launched 30 March 2026; full clock yet to fly (EV-RESILIEN-14)
OPP-15,P-AUKUS,mutual_benefit,15,4,4/5 x w15 = 12.0 - declared interest in this form: QuantX contracts framed expressly as enabling AUKUS partners' PNT development (EV-RESILIEN-13)
OPP-15,P-AUKUS,value_proposition,15,4,"4/5 x w15 = 12.0 - evidenced distinctive contribution: Australian-built optical atomic clocks and DSTG quantum-PNT program with CSIRO/ANU/UWA (EV-RESILIEN-12, EV-RESILIEN-14)"
OPP-15,P-AUKUS,instrument_forum,10,4,4/5 x w10 = 8.0 - AUKUS licence-free environment operative for the technology class (EV-AUKUSLFE-14)
OPP-15,P-AUKUS,security_releasability,5,4,4/5 x w5 = 4.0 - licence-free movement among AU/UK/US for most DSGL space technology (EV-DECDSGL-21)
OPP-15,P-AUKUS,technical_interop,5,3,3/5 x w5 = 3.0 - integration into allied PNT architectures requires study and trial (EV-RESILIEN-12)
OPP-15,P-AUKUS,policy_compatibility,5,5,5/5 x w5 = 5.0 - reinforces AUKUS Pillar 2 advanced-capabilities intent (EV-RESILIEN-13)
OPP-15,P-AUKUS,time_resources,5,3,3/5 x w5 = 3.0 - supportable with re-prioritisation; seed contracts only (A$2.7m) (EV-RESILIEN-13)
OPP-15,P-AUKUS,sovereignty,5,5,"5/5 x w5 = 5.0 - enhances sovereign control: Australian-owned timing reduces GNSS dependency (EV-RESILIEN-12, EV-RESILIEN-14)"
OPP-16,P-US,priority_alignment,20,4,4/5 x w20 = 16.0 - directly addresses the assured-PNT input via a diversity layer (EV-RESILIEN-23)
OPP-16,P-US,capability_maturity,15,2,"2/5 x w15 = 6.0 - in development: Pulsar-0 demonstrator has operated over a year; TrustPoint demonstration contracted, not delivered (EV-RESILIEN-18, EV-RESILIEN-19)"
OPP-16,P-US,mutual_benefit,15,2,2/5 x w15 = 6.0 - inferred interest only: vendor receiver-tracking campaigns span four continents but no Australian government arrangement is evidenced (EV-RESILIEN-18)
OPP-16,P-US,value_proposition,15,3,3/5 x w15 = 9.0 - credible contribution: southern-hemisphere ground stations and GPS-denial test ranges (EV-RESILIEN-07)
OPP-16,P-US,instrument_forum,10,2,2/5 x w10 = 4.0 - no instrument; a commercial evaluation contract would need creating (EV-RESILIEN-18)
OPP-16,P-US,security_releasability,5,4,4/5 x w5 = 4.0 - commercial unclassified signals and receivers (EV-RESILIEN-18)
OPP-16,P-US,technical_interop,5,3,3/5 x w5 = 3.0 - receiver trials required; a dozen-plus vendor receivers already track Pulsar signals (EV-RESILIEN-18)
OPP-16,P-US,policy_compatibility,5,4,4/5 x w5 = 4.0 - consistent with the multi-layered PNT strategy (EV-RESILIEN-06)
OPP-16,P-US,time_resources,5,3,3/5 x w5 = 3.0 - supportable as a small trial within Directorate priorities (EV-RESILIEN-07)
OPP-16,P-US,sovereignty,5,3,3/5 x w5 = 3.0 - adds diversity against GNSS-class dependency but creates a new pre-revenue vendor dependency (EV-RESILIEN-19)
OPP-17,P-JP,priority_alignment,20,4,4/5 x w20 = 16.0 - directly addresses SDA data diversity (AUS-IN-14) and the alliance-network priority (EV-JAPANSDA-01)
OPP-17,P-JP,capability_maturity,15,4,"4/5 x w15 = 12.0 - operational and corroborated: Space Operations Wing at 670 personnel, first SDA satellite planned FY2026, national SSA architecture operating (EV-JAPANSDA-10, EV-JAPANSDA-12, EV-JAPANSDA-13)"
OPP-17,P-JP,mutual_benefit,15,4,"4/5 x w15 = 12.0 - declared interest in this cooperation form: 2+2 space mandate plus commencing reciprocal operations-command liaison exchanges (EV-JAPANSDA-01, EV-JAPANSDA-02)"
OPP-17,P-JP,value_proposition,15,4,"4/5 x w15 = 12.0 - evidenced distinctive contribution: southern-hemisphere sensing, JCO-200 training exports (first international course delivered to partners September 2025) and MNF-OOD experience Japan lacks (EV-JAPANSDA-16, EV-JAPANSDA-06)"
OPP-17,P-JP,instrument_forum,10,3,"3/5 x w10 = 6.0 - parent instruments exist (RAA, ISA, FSDC) but no dedicated defence-space arrangement; Japan's own guidelines name only the US and multilateral frameworks (EV-JAPANSDA-09, EV-JAPANSDA-20)"
OPP-17,P-JP,security_releasability,5,3,3/5 x w5 = 3.0 - partial release under the 2012 ISA; SDA-satellite data tiers undefined (EV-JAPANSDA-09)
OPP-17,P-JP,technical_interop,5,3,3/5 x w5 = 3.0 - partial compatibility via the shared JCO construct; national-system interfaces unproven (EV-JAPANSDA-17)
OPP-17,P-JP,policy_compatibility,5,5,5/5 x w5 = 5.0 - actively reinforces the FSDC and leaders'-statement trajectory (EV-JAPANSDA-01)
OPP-17,P-JP,time_resources,5,3,3/5 x w5 = 3.0 - supportable with re-prioritisation; both space workforces are in build/reorganisation (EV-JAPANSDA-10)
OPP-17,P-JP,sovereignty,5,4,"4/5 x w5 = 4.0 - reciprocal exchange, no control transfer (EV-JAPANSDA-02)"
OPP-18,P-US,priority_alignment,20,5,"5/5 x w20 = 20.0 - directly addresses the high-urgency JP9360 SDA need and the sovereign-balance priority (AUS-IN-14, AUS-IN-17) (EV-SDAPROGR-21)"
OPP-18,P-US,capability_maturity,15,4,"4/5 x w15 = 12.0 - operational and corroborated: JCO construct running, CDMC delivering the international JCO-200 course, commercial sensors commissioned (EV-JAPANSDA-16, EV-SDAPROGR-15)"
OPP-18,P-US,mutual_benefit,15,4,"4/5 x w15 = 12.0 - declared/validated interest in this cooperation form: the US-led JCO construct actively integrates Australian participation via the 1SSU Commercial Data Mission Centre (EV-JAPANSDA-17); the reported USSF intent to connect Australian sensors to PWSA by late 2026 is held in the confidence_note only pending verification (EV-SDAPROGR-13, TO_VERIFY)"
OPP-18,P-US,value_proposition,15,4,"4/5 x w15 = 12.0 - evidenced distinctive contribution: Southern Hemisphere commercial radar pairing (WA + NZ), sovereign sub-metre NEI testbed and RPO demonstration (EV-SDAPROGR-15, EV-SDAPROGR-18, EV-SDAPROGR-19)"
OPP-18,P-US,instrument_forum,10,4,4/5 x w10 = 8.0 - JCO participation and CSpO exist with minor conditions (EV-JAPANSDA-17)
OPP-18,P-US,security_releasability,5,3,3/5 x w5 = 3.0 - commercial-unclassified tier by design; higher tiers remain allied-controlled (EV-JAPANSDA-16)
OPP-18,P-US,technical_interop,5,4,4/5 x w5 = 4.0 - JCO interfaces operating with Australian analysts qualified (EV-JAPANSDA-16)
OPP-18,P-US,policy_compatibility,5,5,5/5 x w5 = 5.0 - reinforces both alliance integration and sovereign-capability policy lines (EV-SDAPROGR-21)
OPP-18,P-US,time_resources,5,4,4/5 x w5 = 4.0 - CDMC operating now; commercial contracts scalable within current activity (EV-JAPANSDA-16)
OPP-18,P-US,sovereignty,5,4,"4/5 x w5 = 4.0 - sovereign tasking of commercial sensors provides the defined fallback the allied-hosted layer lacks (EV-SDAPROGR-15, EV-SDAPROGR-19)"
OPP-19,P-QUAD,priority_alignment,20,4,"4/5 x w20 = 16.0 - directly addresses the Pacific connectivity/resilience input through its MDA dimension (EV-PACIFICC-13, EV-PACIFIC-21)"
OPP-19,P-QUAD,capability_maturity,15,4,"4/5 x w15 = 12.0 - operational and corroborated: IPMDA delivering commercial RF data via FFA and the Pacific Fusion Centre; IFC-IOR arm operationalised (EV-PACIFICC-14, EV-PACIFICC-17)"
OPP-19,P-QUAD,mutual_benefit,15,4,"4/5 x w15 = 12.0 - declared, repeated commitment: 10th and 11th Quad FMMs recommitted to increased space-based RF data provision (EV-PACIFICC-16, EV-PACIFICC-17)"
OPP-19,P-QUAD,value_proposition,15,4,"4/5 x w15 = 12.0 - evidenced distinctive contribution: Australia effectively carries the Pacific tier and funds the pilot (EV-PACIFICC-15, EV-PACIFICC-21)"
OPP-19,P-QUAD,instrument_forum,10,3,3/5 x w10 = 6.0 - IPMDA arrangement exists but is civil and non-binding; expansion rides the summit cycle (EV-PACIFICC-13)
OPP-19,P-QUAD,security_releasability,5,3,3/5 x w5 = 3.0 - commercial unclassified data by design; sovereign-sensor insertion would raise release questions (EV-PACIFICC-21)
OPP-19,P-QUAD,technical_interop,5,4,4/5 x w5 = 4.0 - RF data feeds and analytics operating with partner agencies (EV-PACIFICC-15)
OPP-19,P-QUAD,policy_compatibility,5,5,5/5 x w5 = 5.0 - actively reinforces Boe Declaration and 2050 Strategy framing (EV-PACIFIC-21)
OPP-19,P-QUAD,time_resources,5,4,4/5 x w5 = 4.0 - steady-state delivery underway; scaling is incremental (EV-PACIFICC-21)
OPP-19,P-QUAD,sovereignty,5,4,4/5 x w5 = 4.0 - enhances Pacific partners' own awareness; no Australian dependency created (EV-PACIFICC-14)
OPP-20,P-US,priority_alignment,20,4,4/5 x w20 = 16.0 - directly addresses the EO dependency input through assured commercial access (EV-EOCONTIN-02)
OPP-20,P-US,capability_maturity,15,4,4/5 x w15 = 12.0 - operational and corroborated: DAP partnership since 2018 with 3D/high-res suites added 2021 (EV-EOCONTIN-17)
OPP-20,P-US,mutual_benefit,15,3,"3/5 x w15 = 9.0 - commercial relationship with plausible two-way value (Australian ground segment, market anchor); no partner-government reciprocity involved (EV-EOCONTIN-17)"
OPP-20,P-US,value_proposition,15,3,3/5 x w15 = 9.0 - credible contribution: sovereign downlink infrastructure and cal/val geography (EV-EOCONTIN-17)
OPP-20,P-US,instrument_forum,10,4,4/5 x w10 = 8.0 - existing DAP contract line provides the instrument with minor renewal conditions (EV-EOCONTIN-17)
OPP-20,P-US,security_releasability,5,4,4/5 x w5 = 4.0 - direct tasking and downlink to Australia's own ground station already operating (EV-EOCONTIN-17)
OPP-20,P-US,technical_interop,5,4,4/5 x w5 = 4.0 - integration proven over seven-plus years (EV-EOCONTIN-17)
OPP-20,P-US,policy_compatibility,5,4,4/5 x w5 = 4.0 - consistent with the layered continuity posture (EV-EOCONTIN-21)
OPP-20,P-US,time_resources,5,4,4/5 x w5 = 4.0 - contract renewal within existing arrangements (EV-EOCONTIN-17)
OPP-20,P-US,sovereignty,5,3,"3/5 x w5 = 3.0 - commercial dependency with sovereign-tasking mitigation; Continuum-1 is an R&D testbed, not an operational fallback (EV-EOCONTIN-19)"
OPP-21,P-US,priority_alignment,20,4,4/5 x w20 = 16.0 - directly addresses the workforce gap (AUS-IN-05) through the fastest available mechanism (EV-MULTILAT-23)
OPP-21,P-US,capability_maturity,15,5,"5/5 x w15 = 15.0 - mature, recurring exercise architecture: Global Sentinel ~30 nations, Schriever 350+ participants, Space Flag coalition serials (EV-MULTILAT-16, EV-MULTILAT-17)"
OPP-21,P-US,mutual_benefit,15,3,"3/5 x w15 = 9.0 - declared interest in the general area: Australia is a returning participant and RAAF officers hold deputy-command roles, but expanded billets are not promised (EV-MULTILAT-22)"
OPP-21,P-US,value_proposition,15,3,"3/5 x w15 = 9.0 - credible contribution: operators, southern-hemisphere sensor perspectives and JCO-qualified analysts (EV-JAPANSDA-16)"
OPP-21,P-US,instrument_forum,10,4,"4/5 x w10 = 8.0 - standing exercise series with established Australian access (EV-MULTILAT-16, EV-MULTILAT-17)"
OPP-21,P-US,security_releasability,5,3,3/5 x w5 = 3.0 - multinational exercises run releasability tiers by design (EV-MULTILAT-15)
OPP-21,P-US,technical_interop,5,4,4/5 x w5 = 4.0 - interoperability demonstrated in exercise settings repeatedly (EV-MULTILAT-16)
OPP-21,P-US,policy_compatibility,5,5,5/5 x w5 = 5.0 - reinforces every alliance space objective at low political cost (EV-MULTILAT-23)
OPP-21,P-US,time_resources,5,4,"4/5 x w5 = 4.0 - participation already supported within current resourcing - GS25, Schriever 25, Resolute Space 2025 all executed (EV-MULTILAT-16, EV-MULTILAT-17, EV-MULTILAT-22)"
OPP-21,P-US,sovereignty,5,4,"4/5 x w5 = 4.0 - contribution-based participation, no dependency created (EV-MULTILAT-23)"
