opportunity_id,partner_id,component,status,note
OPP-18,P-US,owners,GREEN,1SSU Commercial Data Mission Centre named and delivering (EV-JAPANSDA-16)
OPP-18,P-US,authority,GREEN,course delivery and JCO operations already authorised in practice (EV-JAPANSDA-16)
OPP-18,P-US,security,GREEN,commercial-unclassified tier is the construct's design point (EV-JAPANSDA-16)
OPP-18,P-US,technical,GREEN,"sensors commissioned and integrated: WA radar since January 2023, EOS observatories, HEO on-orbit ops (EV-SDAPROGR-15, EV-SDAPROGR-16, EV-SDAPROGR-19)"
OPP-18,P-US,operational,GREEN,"first sovereign propelled RPO executed February 2026; ASCA Decision Advantage contract running (EV-SDAPROGR-19, EV-SDAPROGR-20)"
OPP-18,P-US,resource,AMBER,"no JP9360 tranche award evidenced in 2025-26 to fund the sovereign layer at scale; EOS has shifted focus away from SDA (EV-SDAPROGR-03, EV-SDAPROGR-16)"
OPP-18,P-US,sovereignty,GREEN,nationally-tasked commercial capability enhances control (EV-SDAPROGR-15)
OPP-18,P-US,mechanism,GREEN,"commercial service contracts with data rights, plus the JCO construct (EV-JAPANSDA-17)"
OPP-19,P-QUAD,instrument,GREEN,"IPMDA in operation since May 2022 (VEH-MULTILATERAL-09, EV-PACIFICC-13)"
OPP-19,P-QUAD,forum,GREEN,Quad FMM cycle active - 11th meeting 26 May 2026 (EV-PACIFICC-17)
OPP-19,P-QUAD,owners,AMBER,"Australian owner for inserting sovereign space-derived data into the channel unnamed (EV-PACIFICC-21, ASSESSMENT)"
OPP-19,P-QUAD,authority,AMBER,funding authority beyond the DFAT pilot undefined (EV-PACIFICC-15)
OPP-19,P-QUAD,security,GREEN,commercial unclassified RF data (EV-PACIFICC-13)
OPP-19,P-QUAD,technical,GREEN,"feeds, analytics and training operating via FFA (EV-PACIFICC-15)"
OPP-19,P-QUAD,operational,GREEN,"FFA and Pacific Fusion Centre are the established, partner-accepted delivery institutions (EV-PACIFICC-14)"
OPP-19,P-QUAD,resource,AMBER,pilot-scale funding only; expansion unfunded (EV-PACIFICC-15)
OPP-19,P-QUAD,sovereignty,GREEN,Pacific-endorsed channels; contribution-based (EV-PACIFIC-21)
OPP-19,P-QUAD,mechanism,GREEN,commercial data contract model proven (HawkEye 360) (EV-PACIFICC-15)
OPP-20,P-US,instrument,GREEN,DAP membership since 2018; contract form established (EV-EOCONTIN-17)
OPP-20,P-US,forum,AMBER,"DEF799 program status unverified - no authoritative source newer than establishment (EV-EOCONTIN-20, TO_VERIFY)"
OPP-20,P-US,owners,AMBER,AGO lead recorded but current ownership TO_VERIFY (EV-EOCONTIN-20)
OPP-20,P-US,authority,GREEN,commercial contracting authority exercised repeatedly since 2018 (EV-EOCONTIN-17)
OPP-20,P-US,security,GREEN,direct downlink model operating (EV-EOCONTIN-17)
OPP-20,P-US,technical,GREEN,ground-segment integration mature (EV-EOCONTIN-17)
OPP-20,P-US,operational,GREEN,whole-of-government EO demand documented - 170+ programs (EV-CONVERSA-05)
OPP-20,P-US,resource,AMBER,renewal funding line not evidenced; state-level Planet contract shows demand fragmenting to states (EV-EOCONTIN-18)
OPP-20,P-US,sovereignty,AMBER,fallback partial: sovereign sub-metre capability is a single R&D satellite (EV-EOCONTIN-19)
OPP-20,P-US,mechanism,GREEN,"commercial service contract with continuity/data-rights/crisis-priority conditions per V7 s54 (EV-EOCONTIN-17); DAP renewal to carry the V7 s53/s54 clause set (continuity, data rights, surge, crisis-priority) before this leg is counted as resilience (SCN-02/SCN-05)"
OPP-21,P-US,instrument,GREEN,"standing exercise instruments and invitations operating (EV-MULTILAT-16, EV-MULTILAT-17)"
OPP-21,P-US,forum,GREEN,USSPACECOM/USSF exercise programs plus MNF-OOD TTX series (EV-MULTILAT-20)
OPP-21,P-US,owners,GREEN,"Defence Space Command / AUSSpOC personnel and named RAAF officers in command roles (EV-MULTILAT-08, EV-MULTILAT-09, EV-MULTILAT-22)"
OPP-21,P-US,authority,GREEN,participation approvals exercised repeatedly (EV-MULTILAT-23)
OPP-21,P-US,security,GREEN,tiered multinational releasability managed within exercise design (EV-MULTILAT-15)
OPP-21,P-US,technical,GREEN,exercise interfaces proven (EV-MULTILAT-16)
OPP-21,P-US,operational,GREEN,direct line to Operation Dyurra and MNF-OOD contributions (EV-MULTILAT-06)
OPP-21,P-US,resource,GREEN,"marginal cost; all 2025 serials executed within current resources (EV-MULTILAT-16, EV-MULTILAT-17, EV-MULTILAT-22)"
OPP-21,P-US,sovereignty,GREEN,no control transfer (EV-MULTILAT-23)
OPP-21,P-US,mechanism,GREEN,exercise instructions and invitations - established mechanism (EV-MULTILAT-16)
